assalamuallaikum pak,di desa kuwu rt -1/1 kec dempet kab.Demak telah di bangun usaha penggilingan padi di tengah kampung tanpa ijin dan sangat mengganggu warga,kami sudah melapor ke perangkat desa dan ke polsek tapi tidak ada respon dan tindakan,kami hanya minta supaya ada nya tindakan dari pihak yg berwenang sebelum ada tindakan yg melanggar hukum ,terimakasih;administrasi, ketertiban, ilegal
Syarat-syarat untuk mengusulkan KIP&KIS apa pak?dan almat dinas sosial itu dimana kalau wilayah demak?makasih;administrasi
Jalan Rusak Parah di Kebon Jaya Raya Kebonbatur Mranggen Demak.;infrastruktur
Slmt siang pak.sy mengunduh formulir pengaduan subsidi listrik spt yg bpk sarankan n sdh sy bw kekecamatan mranggen. disana hanya ditanda tangani n distempel camat. ktnya mranggen blm bisa onlainkan. jk begitu bgmn selanjutnya. dr kuslianti;administrasi
Malam pak ganjar,,sya mau menympaikan saja...blangko sidik jari untuk pembuatan SKCK di polres demak kata ptugas nya habis...dan itu sdh brllngsung seminggu..apakah memang bnar sprti keadaanya apa memang tidak pak??mohon bantuanya pak..krna kasihan yg dr jauh harus pulang bgtu saja.tnpa kpstian yg jelas.;administrasi
Selamat siang,saya warga dari ds.Mranak kec.wonosalam kab.demak,berdasarkan perda yg baru pemilihan carik dan perangkat desa dilaksanakan serentak dg sistem seleksi/tes tertulis maupun wawancara,sistem seleksinya ini yang harus mendapat pengawasan dari pusat mengingat kalau pengawasannya hanya dari kabupaten akan menghasilkan sistem seleksi formalitas bukan menghasilkan kualitas karena akan banyak permainan/pungli.mohon untuk diperhatikan pak;pungli, administrasi
adek saya mendaftar calon sekdes sarat sudah lengkap di desa doreng demak di mintai uang 2juta rupiah oleh panitia nya katanya sudah wajib dari pusat apa;pungli
adek saya mendaftar calon sekdes sarat sudah lengkap di desa doreng demak di mintai uang 2juta rupiah oleh panitia nya katanya sudah wajib dari pusat apa;INVALID
slmt siang kpd yg terh0rmat bpk gebenur mintk tolong pak.judi bola volly di di dalam stadion pancasila demak tlong di bubarkan. mksh;ilegal, ketertiban
bismillah ...ascum bpk gubernur...? bpk minta tolong di bantu/di donaturi pembangunan masjid di desa saya...yg lgi mulai pembangunanya... masjid BAITUL MUTTAQIN. DK.bogo reco KL.bogo sari KC.guntur KB.demak semoga dgn ini ada donatur yg sudi ikut ber amal untuk pembangunan rumah allah..dan saya ucapkan bnyk trima kasih buat bpk gubernur.dan para donatur yg sudi ikut amal pembangunan masjid di desa kami...;lainnya
ass..ijin Bapak hr apakah imunisasi harus d puskesmas sesuai kecamatan?kenapa saya mau imunisasikan anak saya d puskesmas mranggen 2 d suruh untuk ke puskesmas sayung demak..memenga saya ikut kecmatan sayung tapi lebih dekat puskesmas mranggen 2 mohon petunjuk.suwun;kesehatan
maaf kalo alamat di atas kurang lengkap.dari desa Loireng Rt04 Rw02 Sayung Demak;INVALID
Ganefo tiap sore kok macet terus pak.polisinya mana;lalulintas
selamat sore Pak Ganjar, saya ingin melaporkan bahwa jalan SMG-PWD tepatnya di Rel KA Ganefo Mranggen setiap hari terjadi macet parah hingga macet total, ini dikarenakan jalan rel rusak banyak sepeda motor yang jatuh tergelincir saat melewati rel. mohon perhatiannya terimakasih;lalulintas, infrastruktur, bahaya
Yang terhormat bapak gubernur, mohon bantuan dan tindakan untuk perbaikan jalan arah purwodadi tepatnya di rel mranggen bapak krn disini setiap harinya macet total,, kami setiap hari hrus antri minimal sejam hnya untuk melewati rel. Mohon untuk disampaikan ke kabupaten terkait bapak :-(;lalulintas, infrastruktur
Bpak Presiden, bpk gubenur jateng dan bpak bupati demak, tolong warga dukuh. Timbul sloko desa timbul sloko sayung dmak yg membutuhkan jalan untk beraktifitas. Jalan satu2y hanya 1.2M sdah kena rob dan miring kalau tdk percaya bpk datang saja ke dukuh kami belakang dukuh dempet desa tugu dan meknimati banjir rob tiap hri . Trims;infrastruktur, bencana
Lapor Gan pemkot demak kok enak pakai mobil dinas mewah ada puluhan di kantor pendopombok uang itu buat bngun jln desa.. SMS Gratis smsae.in;pemerintah
Saya mengirim ke:sms jateng(08112920200) assalamualaikum wr wb.saya M.AUFAH.dari desa sidogemah kec sayung kab.demak.mau lapor pak gubernur ,di desa saya jalan nya rusak parah,cuma padas.padahal jalan utama desa,dekat jalan raya (pantura). tolong di perbaiki pak.udah bertahun2 jaln ya rusak .;infrastruktur
Selamat pagi Pal Ganjar.LaporPDAM kota Demak dari kemarin mati.Kami sebagai masyarakat Demak sangat kecewa dengan pelayanan PDAM kota Demak.Kalau semisalkan ada kebocoran pipa tolong segera di perbaiki pada hari itu juga jangam sampai berhari-hari itu namanya mengecewakan masyarakat.Tolong kinerja dan profesionalismenya pegawai PDAM lebih di tingkatkan lagi.Pelayanan PDAM Demak juga lebih di tingkatkan lagi.Kami masyarakat DemK sudah disiplin bayar tepat waktu tapi selalu di kecewakan dengan Service PDAM.Tolong di tindak lanjuti Pak.Terima kasih;air, infrastruktur
assalamualaikum wr wb,, kepada yang terhormat BPK ganjar,nama saya Miftah nur,saya dari Demak,kami ingin nyampaikan aspirasi kami,di salah satu desa,tepatnya di desa gadong, kecamatan Sayung,kab.demak,anak2 yg ingin berangkat sekolah harus melewati jembatan yg rubuh,karna jembatan tersebut adalah jalan utama menuju sekolah,tetapi jembatan tersebut telah rubuh,dan mau tidak mau anak2 harus melewati jembatan tersebut, alangkah bahayanya ketika melewati jembatan tersebut.karna bisa saja sewaktu waktu air naik dan membahayakan anak2 tersebut.kami harap laporan ini di tindak lanjuti,dan untuk segera mungkin di bangunkan jembatan untuk akses anak2 untuk ke sekolah dan juga warga sekitar.trimakasih.wassalamualaikum wr wb.;infrastruktur, bahaya
Ass. Pak Ganjar mohon di sepanjang jalan pucang peni raya arah TVRI dan JL. Sarwo Edi Perumnad pucang gading di lingkungan SD/SMP/SMA N 3 Mranggen Banyak lapak pedagang, mohon utk bisa di tertibkan kelihatan kumuh lapangan dan sekolahan tdk kelihatan. Wass;ketertiban, fasilitas
sugeng sonten pak gubernur yang sangat saya hormati. saya mau melaporkan perihal tetangga saya yang membuat saya tidak nyaman berada di rumah. kedua tetangga saya memiliki sound sistem yg melewati batas ukuran untuk di bunyikan setiap hari dari pukul 6 pagi - 12 siang sampai menjelang maghrib..jika rumahnya jauh gpp buat saya..tapi ini persis di blkg rumah dan samping saya.. saya pribadi 3 tahun hidup di desa ini sangat terganggu.. bila di tegur malah semakin menjadi.. bahkan dari pihak RT/RW dan lurah pun tidak berani menegur..padahal tetangga saya itu pekerjaanya mengemis . saya yg kerja memeras otak tiap hari sampai sangat terganggu dengan kondisi ini.. apalagi saya juga mempunyai bayi yg baru umur 5Â½ bulan..mohon bapak gubernur menindak lanjuti perihal kenyamanan bertetangga KARANGSONO PLOSO RT07/RW03 -MRANGGEN - DEMAK;perselisihan, ketertiban
Pak ganjar...sekolah kami habis terkena banjir ..akibatnya sekolah kami tdk mempunyai buku untuk bahan bacaan diperpustakaan.dengan ini kami mohon bantuan buku buku bacaan untuk menunjang aktivitas siswa kami MTs SAPP hidayatul qur'an ngepreh sayung demak;pendidikan, bencana
Pak. Ganjar saya warga semarang,periksa di puskesmas sayung, apa bisa di layani?... Bayar atau gratis suwon...;kesehatan
Kami mengalami darurat air bersih di kab Demak. desa betah walang. kec bonang;air
Selamat malam Bapak Gubernur, saya minta tolong pak, di area kebonbatur mranggen setiap malam setiap hari selalu ada bau asap dan itu sangat mengganggu, kata warga sekitar sumbernya dari TPA Rowosari, mohon untuk ditindak lanjuti pak. Terima Kasih atas perhatiannya.;lingkungan
ass. pak gub lapak pedagang di jalan pucang gading raya mohon utk di tertibkan karena sangat kumuh. wass;ketertiban
pak gub, kami yang hidup di pinggiran seperti kebon batur mranggen kapan bisa menikmati internet kabel seperti indihome? selalu saja sulit dengan alasan kurang peminat. lah kalau tidak ada jaringannya, gimana ada peminatnya. matur nuwun pak.;infrastruktur, teknologi
assalamualaikum cuma saran buat PDAM kota demak ... sekiranya pembayaran bisa dibuat online untuk memudahkan kita yang desanya jauh dari tempat pembayaran....;air, teknologi
Maaf pak Sekolah Kami tidak punya WC adakah dana hibah pak,,karna kami dari Madrasah tingkat MI kalau ada mohon dibantu untuk pembangunan WC saja pak trmksh salam dr Jajaran MI Matsmarotul Huda Kec. Bonang kab. Demak penggemar pak ganjar;pendidikan,infrastruktur
tolong perhatianya pak gub pasar sayung memperhatinkan di musim penghujan jalan berlumpur;lingkungan, infrastruktur
mf sebelumnya buat pak ganjar.pak saya mau mengajukan bantuan buat anak saya pak dari kelas 1 sampai kelas 3 kelas dasar kok gak pernah dapat bantuan sama sekali dari sekolah.anak saya sekolah di SDN RIMBU KIDUL 2 atas nama ABDULLAH PUTRA ADITYA FATEH. DAN ABDULLAH PRIYA ADITYA FATEH ini anaknya kembar pak Ganjar ini no KKnya pak 3321020708060043 mohon kebijakan buat Bapak untuk membantu saya.trima kasih pak;administrasi, pendidikan
kenapa dlm pembuatan e-ktp,hany daerah demak saja yg hrs dtg k dispenduk??sedangkan yg lain tidak??;teknologi, administrasi
mohon maaf, saya kurang paham aturan di daerah demak kecamatan wonosalam. kemarin bapak saya mau mengurus surat keterangan warisan ke kecamatan wonosalam demak. nah, apakah dibetulkan kita harus membayar jutaan rupiah untuk mendapatkan surat tersebut? mohon pencerahannya, rencananya saya mau mengantar bapak saya kesana mau dengar langsung dan rencana mau saya rekam.. terimaksih bapakku ganjar, nyuwun tulung tiyang alit sik ajeng ngurus waria pak..;administrasi
Tolong paraktek suap/uang pelicin yang dilakukan oknum petugas di kantor pengadilan kab. Demak di tindak lanjuti pak, sungguh sangat meresagkan masyarakat yg gx mampu, singkat cerita kemarin adik ipar saya ada masalah dengan data paspor nya terus minta di rubah data paspornya setelah semua persyaratan data terpenuhi tiba hari H sidang keputusan sebelum sidang adik ipar saya di samperin petugas kalau mau permohonannya d kabulkan dia dimintai uang 3 juta rupiah sama okmun petugas itu, trus adek ipar saya menolak karena tidak punya uang, dan akhirnya permohanan adek ipar saya ditolak,, mohon dengan sangat,;pungli, administrasi
lapor pak ganjar, pembayaran pdam kota demak belum bisa online, kasihan ibu2 bapak2 yang antri panjang sekali, kalo dibayar online mereka bisa bayar dimana aja. tolong disidak pak pegawai pdam demak, kenapa pegawainya gk mau menerapkan pembayaran online apa karena takut tidak bisa di korupsi ?;air, teknologi
Jalan rusak parah di desa rejosari kec,Mijen kab, Demak,karena kurangnya perhatian oknum2 desa,tolong di sidak secepatnya pak Ganjar,dikawatirkan praktek korupsi dana desa puluhan tahun, trimakasih;pungli, infrastruktur
Tolong pikirkan wilayah kami sayung demak yang terkena rob (air pasang) pak ????;bencana
Demak birokarasine kusus kec dempet sampai kelurahan,tolong di cek ya pak.;INVALID
Untuk wilayang demak.. Tolong tambah tempat wisatanya pak.. Yg sudah ada di perbaiki.. Dan yg belum ada tolong di buatkan.;fasilitas, wisata
Nuwun sewu pak @ganjar_pranowo tolong jalan pantura sayung demak tolong di perbaiki pak, tiap hari kalo pas musim ujan banjir terus dan jalannya banyak jeglongan nya banyak sudah pengendara motor yg terjatuh gara2 kejegglong pak. Matur suwun pak ????;bahaya, bencana, infrastruktur
jalan pantura demak km 09 di daerah sayung.. Berlubang parah pak.. Pagi ini uda ada truk guling gegara lubang pak.. Tolong segera di atasi.. Sebelum ada korban lagi.. Suwun gubernurhebatku;bahaya, infrastruktur
Sugeng ndalu pak Mohon maaf lancang ngeh pak Ten mriki kulo badhe ngutaraaken uneg2.e kulo tentang kondisi jalan Pantura Semarang Demak khusus didaerah depan PT Polytron Sayung Demak Yg mengarah ke demak Karena jalan sudah tidak layak lagi Setiap ada rob dan hujan pasti banjir dan setelah itu berlobang yg sangat dalam hingga menimbulkan kecelakaan dan macet setiap harinya Mohon untuk segera diperbaiki dan ditinggikan agar tidak terjadi kecelakaan lagi dan lagi Nyuwun lepate kulo yen kulo lancang ngeh pak Matur suwun;bahaya, bencana, infrastruktur, lalulintas
"Pak mhon jalan pantura mulai sayung, arteri demak arah kudus bnayak yg berlubang. Mhon ditindaklanjuti krna berbhaya skli, lubang nya bsar"". Terimakasih.";bahaya, infrastruktur
Kapan ke guntur Demak pk, msih banyak jalan yg rusak di daerah bpk gk usah jauh2pk swun;infrastruktur
tolong pak gubernur utuk desa mranak kecamatan wonosalam kab demak ,,utuk dinas terkait pelayanan msarakat di desa mranak tidak memuaskan banyak perangkat desa telat msuk kantor mlah memetingkan kpentingan pribadi sndri tolobg di sidak dan di tindak tegas karna mash bnyak yg mau jdi perangkat desa yg lebh prefesonal;administrasi, pemerintah
Pak Camat Mijen malah motong gaji pegawai honorer separo pak, mohon ditindak, suwun.;pemerintah
@ganjar_pranowo pak,lapor, jalan di rel ganefo,mranggen ,demak itu ud rusak pak..sering buat macet panjang dan membahayakan..banyak motor yg selip dan jatuh di lubang dkt rel..mohon di croschek pak gub..suwun... ????????;bahaya, infrastruktur
Pak masalah KTP elektronik di Demak masih banyak yang mengeluhkan karena susah dan lama jadinya;teknologi, administrasi
Selamat Malam Pak.. saya mau lapor.. daerah saya sering mati listrik.. ini sudah 3 malam berturut turut .. mati lampu dari jam 7 malam.. dan ini musim uts anak sekolah.. daerah Batursari Mranggen Demak RT 02 RW 20.. tidak semua listrik padam.. sederet kompleks saya dan belakang komplek saya.. setiap hari saya nelpon PLN 123.. belum ada penjelasan resmi dari PLN kenapa mati listrik tidak merata hampir setiap hari.. Mohon Bantuan untuk mengatasi masalah ini Pak.. Nomor laporan saya ke PLN 123 malam ini pukul 19.30 adalah R15JQIL ..Terimakasih Pak;listrik
Pak.. Ganjar.. Monggo blusukan.. Kota. Demak kota ke arah utara sampai moro demak.. Di cek pasar2 nya.. Jalan2 desanya.. , Pembangunannya.. Bisa.. Seperti demak mrangen dan sayung ngak pak.. (kecamatan demak penyangga kota semarang);INVALID
Kpan ke kec Guntur pk, jalan yg menghubungkan kec guntur ke kec Gubug purwodadi rusak parah pk tepat nya Desa guntur kec Gintur Kab Demak, bah kan kalau hujan gak bisa di lewati, swun pk mohon perhatian nya dan mohon maaf pk sebelum nya;infrastruktur
Pak jalan alternatif mranggen onggorawe rusak parah, banyak truk2 lewat situ;infrastruktur
selamat sore pak Ganjar saya Fuad dari Demak, hanya mau melaporkan bahwa dinas dukcapil kab Demak pelayanan sangat buruk sekali dan tidak profesional, no antrian. aja ga jelas dan sangat semprawut, coba bapak sekali sidak mendadak terimakasih;administrasi, pemerintah
Betul pk gubernur, tapi ganefo mranggen itu mecet terus itu gimana solusinya, termasuk depan pasar mranggen semrawut mohon solusinya pk gub. Matur nuwun;ketertiban, lalulintas
Miris lhuirr...tepat nya di dukuh Pragi desa Guntur kab .Demak...kok masih ada jalan seperti kolam lele y.....semoga sehabis postingan ku ini,bisa lebih cepat terealisasi lhuur....;infrastruktur
Assalamualaikum Pak Ganjar.. Jalan di desa Karangsari yg dibawah tanggul kali tuntang adalah akses utama menuju desa rejosari dan wonoagung. Mohon untuk segera dilanjutkan karena hanya kurang 300 meter saja akan bisa menjadi akses utama menuju pasar buyaran. Apabila jalan itu sudah jadi, akan sangat bermanfaat di semua bidang terutama akan menumbuhkan perekonomian dan usaha usaha baru. Mohon untuk disegerakan..ğŸ™ğŸ™;infrastruktur
@ganjar_pranowo istri sy ngajar di kab demak gaji 300rb/bln dulu sebelum bupatinya baru masih ada honor daerah begitu bupatinya skrg honor daerah hilang ????????????..;administrasi, pendidikan, pemerintah
Jalan dukuh pojok desa jragung kec.karangawen kab.demak hancur @Pak Ganjar Pranowo;infrastruktur
Pak @ganjar_pranowo ...usul saran..sebaiknya pelayanan cek fisik di samsat demak diberi nomor antrian..sehingga yg dilayani tidak cek motor yg sudah diantrikan dekat pelayanan cek fisik...padahal datangnya siang...lha kl mobil apa ya mau suk suk an antri cek fisik dengan motor?kl pakai nomor antrian lbh nyaman..lebih tertib...jd yg sudah datang pagi tetap dilayani pagi... @polresdemak_;administrasi
#bencana banjir# kamis 04/04/19 banjir datang jam 22:00 sabtu pagi air surut...malam ini air datang lagi... Mohon saran & pencerahan dari bapak2 yg berwenang & dinas terkait.... Solusi yg terbaik buat kami... Desa ploso kauman rt 03 /03 kec. Karang tengah demak....;bencana
Pak @ganjar _ pranowo jln alternatif mranggen-jamus banyak yg berlubang dan rusak parah ,klau hujan jlnnya licin sehingga ada orang lewat di jln itu sampai jatuh , mohon segera diperbaiki jln alternatif mranggen -jamus & jln alternatif mranggen -jamus rusak nya udh lama banget gk diperbaiki sehingga ada masyarakat yg menggeluh jln itu rusak parah ????????;bahaya, infrastruktur
masih ingat dengan desa rejosari kec.mijen kab.demak pak? yg prnah bpk kunjungi saat jembatanny putus.saya heran ini tahun 2019 kog msih ada desa yg jalanny krikil sprti itu.sdgkan desa lain udh beton smw.apa ada yg main anggaran jln buat desa rejosari? fotonya nyusul klo mudik;infrastruktur
Jalan disekitar lapangan bola di ds kebon peni kel.kebon batur kecmatan mranggen rusak parah pak saluran pembuangan rusak mohon disidak lokasinya;infrastruktur
Jaln desa babalan pak, tolong di tinjau , parah buanget dan ga pantas klu dibsebut jalan.;infrastruktur
Jaln desa babalan pak, tolong di tinjau , parah buanget dan ga pantas klu dibsebut jalan.;INVALID
@ganjar_pranowo sugeng enjang pak, sesuai dg hasil jepretan saya di message ig bpk, di jln raya sayung air rob sdh mulai meluber di jln raya, bpk bisa cek bila bpk lewat di daerah tsb.terutama menjelang sore, mohon pak dibantu segera tanggulangi. Kita san;bencana
bapak gubernur yg terhormat .. mf bpak saya dr kaum alit demak yg bertepatan d ds tmbk polo kec.bonang... pak... mhon bapak mndengarkan jeritan dr kita.... d dsa kami mobil blm bs masuk pak.... mohon solusi nya pak.... yg mnjd rintahan jeritan masarakat kami klw ada orang sakit.. orang hamil gak bs bawa mobil pak..... bnyak yg d tngh jalan lahir duluan.. kadang ada yg mninggal.... krn mengingat hanya naik speda montor... mf pak..;infrastruktur
Pak, saya mau beri masukan. Saya lewat rel kereta api di Desa Brumbung, Kecamatan Mranggen, Kabupaten Demak kok ada tukang sebrang yang menjengkelkan ya? Saya lewat malah di tahan dan di tendang kaki saya. Tolong bersihkan orang-orang seperti itu pak.;ketertiban
Pak mohon jalan tol Semarang Demak dipercepat,pagi ini macet parah di Sayung Demak menuju Semarang,begitu juga sebaliknya Semarang ke Demak karena ada beton jalan di Sayung,jalur nya hanya satu maka penumpukan terjadi dan kemacetan tak dapat dihindarkan,jalan Semarang Demak karena hanya Satu maka Tol Semarang Demak sangat penting..dan urgent..terima kasih;infrastruktur
Selamat Siang,Â Yang saya hormati instansi pemerintah Pusat, dan Pemerintah Daerah Demak,Â  Mohon tanggapan dan penyelesaian permasalahan tata ruang Kabupaten Demak,Â  Saat ini saya sedang mengurus perijinan usaha pertambangan di lokasi kabupaten Demak. Sesuai dengan peraturan daerah Kabupaten Demak 6 Tahun 2011, tentang rencana tata ruang kabupaten demak tahun 2011-2031, disebutkan dalam pasal 63 ayat 4 bahwasanya sekitar 2.290 ha lahan pertembangan untuk tanah urug yang berlokasi di Wilayah Kec. karangawen dan Mranggen.Â  Dalam Perda tersebut dikatakan bahwasanya ada kawasan peruntukan pertambangan yang berada di lokasi karangawen dan Mranggen, akan tetapi peta tata ruang untuk pertambangan tidak ada, entah belum dibuat atau memang belum ada. Sehingga dalam pelaksanaan perijinan tersebut saya mengalami kendala, karena ketidak sesuaian antara Perda tata ruang dan peta tata ruang. Dalam peraturan terkait pertambangan juga diatur mengenai harga patokan penjualan mineral bukan logam dan batuan yang dikeluarkan oleh Gubernur Jawa Tengah nomor 543/30 tahun 2017, bahwasanya harga patokan penjualan hasil tambang di wilayah demak telah diatur oleh Gubernur,Â berarti dalam hal ini, adanya peraturan yang terkait mengenai pertambangan, dalam peraturan lainnya yang dikeluarkan oleh pemerintah daerah Demak, nomor 3 tahun 2012 tentang Pajak Daerah pasal 31 diatur tarif pajak Mineral bukan logam dan batuan ditetapkan sebesar 15 %, dalam hal ini masuk menjadi pendapatan asli daerah. Dalam ketiga peraturan teraebut menjadi dasar kuat saya untuk mengajukan perijinan usaha pertambangan, akan tetapi sampai saat ini saya masih terkendala dengan peta zonasi tata ruang, bagaimana menyikapi hal ? Mengingat saya sebagai warga juga mempunyai hak dan juga bersedia menunaikan kewajiban saya selama pelaksanan kegiatan pertambangan tersebut, karena saya ingin pekerjaan saya bersifat legal, syah secara hukum, diawasi bersama dengan pemerintah dan bertanggung jawab serta tidak melanggar hukum, daripada saya melakukan penambangan liar, dan merugikan banyak pihak . Oleh karena itu mohon tanggapan dan solusinya, terima kasih;administrasi
Sugeng enjang Pak Gub. Menjelang lebaran biar kita sama persepsi dan sama menikmati jalan yang mulus, mohon utk jalan dari Bulusari (sayung) sampe Mranggen Demak tolong di perbaiki njih jalannya sdh parah & berlubang.. Berulangkali share ke pemkab Demak blm ada tanggapan.. biar kami juga bisa tersenyum menyambut lebaran.;infrastruktur
Bapak gubernur yang terhormat mohon pantauan jalan trengguli sampai gotri dan dari jepara sampai bangsri sebelum terjadi lakalatas;infrastruktur
"Bapak @ganjar_pranowo cek didesa sambung,gajah Demak... Jalan ny rusak, berlubang penerangan nggak ada.... alangkah baiknya jika ada lampu yg pkek tenaga Surya, kenapa karena disitu kiri kanan lahan pertanian, tenaga Surya lebih"" mohon di cek pak @ganjar_pranowo udah saya smpai in sama gubernur Jateng @lailisofa12";infrastruktur
Warga berjalan menembus jalan desa yang terendam limpasan air laut ke daratan (rob) untuk melaksanakan salat tarawih di pesisir Sayung, 15/5/2019. Sejak awal bulan Ramadhan, sejumlah desa di pesisir Pantura Demak dilanda banjir rob setinggi sekitar 15-40 sentimeter pada sore hingga malam hari. Warga berharap pemerintah segera merealisasikan program pembangunan infrastruktur penanggulangan rob di pesisir setempat.;bencana
Selamat siang ,mau tanya untuk pengurusan pembuatan IMB DAN KRK di demak mencapai waktu brp hari trima kasih;administrasi
Mau usaha di demak ribet bikin imb krk;administrasi
Pak pasar karangawen demak kpn di bangun y Pak Dari aku kecil sampe sekarang kata y mau di bangun gk di bangun2pak mohon di cek y pak;fasilitas
Pak ganjar nopo leres nek sak niki perpanjang plat nomer jadinya 6 bulan...katane material iteme habis...SAMSAT DEMAK Mator suwon;administrasi
